time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,school_type,FSM_eligible,Gender,NCyearActual,Absence_band,TotalPupils
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM Not eligible,F,8,pct45_OARate,0
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM Not eligible,M,1,pct25_OARate,2923
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM Not eligible,M,1,pct45_OARate,308
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM Not eligible,M,2,pct20_OARate,6006
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM Not eligible,M,2,pct5_OARate,139493
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM Not eligible,M,3,pct15_OARate,20152
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM Not eligible,M,3,pct30_OARate,794
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM Not eligible,M,4,pct15_OARate,20412
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM Not eligible,M,4,pct30_OARate,806
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM Not eligible,M,4,pct35_OARate,461
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM Not eligible,M,4,pct5_OARate,139570
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM Not eligible,M,5,pct10_OARate,80197
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM Not eligible,M,5,pct30_OARate,898
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM Not eligible,M,7,pct45_OARate,0
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM Not eligible,M,8,pct20_OARate,3
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,F,1,pct50_OARate,193
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,F,3,pct10_OARate,25535
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,F,4,pct15_OARate,12892
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,F,4,pct20_OARate,5744
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,F,4,pct50plus_OARate,571
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,F,6,pct10_OARate,24360
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,F,7,pct40_OARate,1
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,F,7,pct45_OARate,0
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,F,8,pct30_OARate,1
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,M,1,pct25_OARate,2877
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,M,1,pct30_OARate,1469
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,M,1,pct35_OARate,875
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,M,1,pct45_OARate,328
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,M,1,pct5_OARate,22842
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,M,2,pct25_OARate,2624
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,M,2,pct45_OARate,307
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,M,3,pct25_OARate,2683
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,M,3,pct40_OARate,525
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,M,5,pct25_OARate,2726
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,M,5,pct35_OARate,815
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,M,6,pct20_OARate,5740
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,M,6,pct25_OARate,2690
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,M,6,pct5_OARate,31001
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,M,6,pct50plus_OARate,1036
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,M,7,pct25_OARate,4
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,M,7,pct40_OARate,1
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,M,7,pct50plus_OARate,3
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,M,8,pct25_OARate,1
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,M,8,pct50_OARate,0
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Primary,FSM eligible,M,NA,pct10_OARate,1
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,1,pct10_OARate,935
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,1,pct25_OARate,28
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,1,pct50_OARate,2
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,11,pct10_OARate,51385
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,11,pct15_OARate,15760
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,2,pct10_OARate,815
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,2,pct15_OARate,169
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,2,pct30_OARate,7
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,3,pct15_OARate,159
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,4,pct50plus_OARate,3
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,6,pct10_OARate,1726
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,7,pct10_OARate,49234
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,8,pct20_OARate,4476
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,9,pct15_OARate,15825
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,9,pct25_OARate,2636
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,9,pct50_OARate,444
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,1,pct15_OARate,263
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,1,pct40_OARate,6
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,11,pct50_OARate,514
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,2,pct40_OARate,1
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,2,pct50_OARate,2
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,3,pct10_OARate,621
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,3,pct40_OARate,2
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,4,pct30_OARate,4
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,5,pct25_OARate,29
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,6,pct35_OARate,10
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,6,pct45_OARate,2
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,6,pct50_OARate,4
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,7,pct20_OARate,3930
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,7,pct50plus_OARate,818
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,8,pct45_OARate,364
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,9,pct15_OARate,16654
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,9,pct5_OARate,160764
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,1,pct35_OARate,0
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,1,pct45_OARate,0
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,10,pct50_OARate,295
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,11,pct50_OARate,285
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,11,pct50plus_OARate,1287
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,2,pct25_OARate,11
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,3,pct50_OARate,0
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,3,pct50plus_OARate,5
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,4,pct10_OARate,167
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,5,pct45_OARate,3
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,5,pct50_OARate,4
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,6,pct15_OARate,123
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,6,pct40_OARate,6
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,6,pct45_OARate,1
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,6,pct50_OARate,5
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,7,pct25_OARate,947
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,7,pct45_OARate,162
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,7,pct50plus_OARate,371
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,8,pct40_OARate,332
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,1,pct10_OARate,221
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,1,pct30_OARate,8
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,10,pct20_OARate,2278
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,10,pct40_OARate,457
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,10,pct50plus_OARate,1391
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,2,pct20_OARate,22
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,2,pct45_OARate,2
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,3,pct30_OARate,12
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,3,pct5_OARate,439
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,4,pct40_OARate,2
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,4,pct45_OARate,4
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,4,pct50_OARate,3
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,5,pct20_OARate,49
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,5,pct35_OARate,7
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,5,pct5_OARate,644
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,5,pct50plus_OARate,6
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,6,pct30_OARate,10
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,6,pct35_OARate,7
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,6,pct5_OARate,655
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,7,pct10_OARate,12236
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,7,pct20_OARate,2212
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,8,pct15_OARate,5330
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,8,pct20_OARate,2468
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,8,pct25_OARate,1250
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,8,pct30_OARate,800
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,8,pct35_OARate,497
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,8,pct45_OARate,255
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,8,pct50_OARate,280
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,9,pct10_OARate,11227
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,9,pct25_OARate,1312
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,9,pct40_OARate,437
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,9,pct45_OARate,328
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,9,pct50_OARate,254
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,1,pct50plus_OARate,6
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,10,pct10_OARate,55078
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,3,pct10_OARate,708
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,4,pct10_OARate,628
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,4,pct20_OARate,32
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,6,pct40_OARate,3
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,7,pct45_OARate,199
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,9,pct15_OARate,14794
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,9,pct5_OARate,161781
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,1,pct20_OARate,72
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,10,pct25_OARate,2750
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,10,pct45_OARate,641
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,11,pct50_OARate,581
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,11,pct50plus_OARate,2935
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,2,pct50_OARate,2
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,3,pct40_OARate,5
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,3,pct45_OARate,3
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,4,pct10_OARate,607
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,5,pct25_OARate,29
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,5,pct35_OARate,5
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,5,pct5_OARate,6263
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,6,pct25_OARate,44
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,6,pct30_OARate,24
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,6,pct5_OARate,6452
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,7,pct45_OARate,281
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,7,pct5_OARate,195785
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,7,pct50plus_OARate,934
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,8,pct50_OARate,383
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,9,pct10_OARate,59574
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,9,pct30_OARate,1379
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,10,pct25_OARate,1435
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,10,pct35_OARate,712
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,11,pct45_OARate,392
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,2,pct35_OARate,0
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,2,pct40_OARate,0
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,3,pct40_OARate,1
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,3,pct5_OARate,519
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,3,pct50_OARate,2
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,4,pct10_OARate,222
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,4,pct25_OARate,7
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,4,pct45_OARate,5
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,5,pct30_OARate,9
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,5,pct35_OARate,9
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,5,pct40_OARate,3
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,5,pct50plus_OARate,6
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,6,pct15_OARate,135
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,6,pct20_OARate,51
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,6,pct35_OARate,11
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,6,pct50plus_OARate,8
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,7,pct15_OARate,4919
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,7,pct50plus_OARate,485
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,F,8,pct45_OARate,299
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,10,pct15_OARate,4778
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,10,pct5_OARate,16439
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,11,pct20_OARate,1938
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,11,pct5_OARate,17054
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,11,pct50plus_OARate,1576
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,2,pct35_OARate,2
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,2,pct5_OARate,426
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,2,pct50plus_OARate,11
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,3,pct10_OARate,228
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,3,pct15_OARate,63
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,3,pct5_OARate,501
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,4,pct25_OARate,5
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,4,pct50plus_OARate,4
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,5,pct5_OARate,724
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,6,pct15_OARate,134
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,6,pct20_OARate,62
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,8,pct20_OARate,2579
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,8,pct30_OARate,796
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,8,pct5_OARate,20689
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM eligible,M,9,pct25_OARate,1472
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,1,pct30_OARate,21
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,10,pct45_OARate,1153
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,10,pct50_OARate,911
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,11,pct35_OARate,2619
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,11,pct45_OARate,1271
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,3,pct45_OARate,3
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,5,pct40_OARate,11
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,5,pct5_OARate,6218
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,5,pct50_OARate,11
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,6,pct40_OARate,8
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,6,pct45_OARate,9
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,6,pct5_OARate,5926
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,7,pct15_OARate,12351
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,7,pct25_OARate,2923
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,7,pct45_OARate,379
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,9,pct10_OARate,50760
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,F,9,pct15_OARate,19287
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,10,pct15_OARate,18133
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,10,pct30_OARate,2919
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,10,pct35_OARate,1811
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,10,pct50plus_OARate,3831
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,11,pct35_OARate,2385
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,11,pct45_OARate,1106
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,2,pct50plus_OARate,29
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,3,pct45_OARate,3
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,3,pct5_OARate,2437
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,3,pct50plus_OARate,20
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,4,pct50_OARate,7
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,5,pct15_OARate,371
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,5,pct30_OARate,44
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,5,pct35_OARate,27
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,5,pct5_OARate,6406
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,6,pct35_OARate,28
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,8,pct20_OARate,7543
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,8,pct25_OARate,4383
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Secondary,FSM Not eligible,M,8,pct30_OARate,2388
